eventID,orig_last_modified,time_value,time_value_ms,quality_standardError,latitude_value,longitude_value,depth_value, absolute_depth_value, magnitude_value_P,quality_XellipseError,quality_YellipseError,theta_ellipseError,station_coda,coda_value, quality_associatedPhaseCount,quality_associated_SPhaseCount,  quality_azimuthalGap,quality_MinEpicDist,quality_MinHipoDist, creationInfo_agencyID
2010100914.05P,2010-10-13T18:08:33,2010-10-09 02:04:43,   570,0.437,  -3.1294, -76.8046, 108.05,-104.75,   4.80,   4.67,   8.15,   46.71,   vc1,   450,    36,    1, 313.08, 254.14, 276.16,    EPN
2010101100.43P,2010-10-14T09:48:51,2010-10-11 12:43:25,   670,0.280,  -0.9833, -79.1869, 117.16,-113.86,   3.50,   1.77,   8.00,  171.61,   vc1,    80,    10,    2, 275.15,  90.18, 147.85,    EPN
2010101115.53P,2010-10-14T09:56:45,2010-10-11 03:52:52,   660,0.658,  -0.3293, -80.9190,   9.13,  -5.83,   3.90,   3.41,   7.49,   49.80,   vc1,   110,    19,    1, 236.83,  77.69,  78.22,    EPN
2010101116.05P,2010-10-14T09:58:12,2010-10-11 04:05:30,   740,0.561,  -0.3379, -80.9262,  10.36,  -7.06,   3.90,   1.86,   6.15,   36.11,   vc1,   120,    30,    1, 246.37,  77.70,  78.39,    EPN
2010101309.15P,2010-10-14T10:02:56,2010-10-13 09:14:49,   720,0.590,  -0.6529, -77.6017,  19.31, -16.01,   3.60,   0.91,   1.86,   18.35,   vc1,   100,    42,   12, 225.96,  62.34,  65.26,    EPN
2010101410.25P,2010-10-15T09:41:44,2010-10-14 10:25:03,   950,0.418,  -0.2568, -81.0557,  20.92, -17.62,   3.60,   1.86,   4.96,   32.30,   vc1,    70,    18,    2, 292.65,  94.43,  96.72,    EPN
2010101417.26P,2010-10-15T09:43:15,2010-10-14 05:25:53,   700,0.451,  -1.4840, -77.4655, 232.64,-229.34,   4.10,   2.45,   4.94,   32.02,   vc1,   180,    39,    2, 264.04, 105.04, 255.25,    EPN
2010101420.06P,2010-10-15T09:49:05,2010-10-14 08:05:50,   740,0.250,  -2.1464, -79.5283,  27.39, -24.09,   3.60,   1.70,   8.17,   68.58,   vc1,    80,    17,    2, 335.62, 122.84, 125.85,    EPN
2010101504.51P,2010-10-15T10:10:16,2010-10-15 04:50:52,   770,0.918,  -2.5176, -80.6660,  12.00,  -8.70,   3.90,   4.17,  33.55,  155.07,   vc1,   110,    19,    1, 288.30, 162.88, 163.32,    EPN
2010101521.35P,2010-10-25T17:38:41,2010-10-15 09:34:42,   590,0.847,  -0.0595, -81.3800,  17.00, -13.70,   4.10,   4.27,   6.25,  163.39,   vc1,   140,    35,    5, 287.42, 132.02, 133.11,    EPN
2010101605.12P,2010-10-26T11:51:39,2010-10-16 05:12:24,   860,0.524,  -1.3621, -80.4759,  19.00, -15.70,   4.30,   2.85,   5.68,    4.01,   vc1,   240,    27,    1, 219.08,  44.34,  48.24,    EPN
2010101605.21P,2010-10-26T13:50:55,2010-10-16 05:20:59,   160,0.821,  -1.6781, -81.2962,  16.59, -13.29,   3.80,   3.55,   6.89,   30.10,   vc1,    90,    31,    5, 310.82,  93.84,  95.29,    EPN
2010101616.12P,2010-10-26T16:26:50,2010-10-16 04:12:20,   180,0.422,  -1.0243, -78.1544,  12.00,  -8.70,   3.50,   0.53,   2.05,    0.38,   vc1,    90,    31,    7, 180.94,  25.96,  28.60,    EPN
2010101809.06P,2010-11-04T16:24:59,2010-10-18 09:05:55,   810,0.776,  -0.9766, -79.7106,  36.26, -32.96,   3.60,   1.88,   3.60,    8.16,   vc1,    80,    33,    8, 140.42, 100.74, 107.06,    EPN
2010102001.01P,2010-10-21T14:19:11,2010-10-20 01:00:57,    50,0.779,  -0.2457, -81.2126,  18.17, -14.87,   4.00,   3.78,   8.42,   10.14,   vc1,   130,    32,    2, 289.54, 104.60, 106.17,    EPN
2010102001.06P,2010-10-21T14:21:43,2010-10-20 01:05:49,    20,0.706,  -0.1344, -81.2874,  19.06, -15.76,   4.60,   3.15,   5.56,    4.51,   vc1,   300,    39,    4, 283.67, 119.48, 120.99,    EPN
2010102002.56P,2010-10-21T14:22:38,2010-10-20 02:56:27,   610,0.951,  -0.2853, -81.0986,  19.51, -16.21,   3.90,   3.24,   4.60,   33.29,   vc1,   110,    30,    8, 286.61,  94.70,  96.69,    EPN
2010102016.06P,2010-10-20T11:50:26,2010-10-20 04:05:47,    10,0.719,  -0.1890, -81.1848,  20.79, -17.49,   4.50,   2.52,   6.32,   24.82,   vc1,   280,    40,    2, 265.49, 108.57, 110.55,    EPN
2010102017.31P,2010-10-21T14:23:42,2010-10-20 05:31:34,    70,0.759,  -0.3249, -81.0751,  22.95, -19.65,   4.20,   3.50,   8.39,   13.16,   vc1,   180,    34,    2, 281.92,  89.61,  92.50,    EPN
2010102022.01P,2010-10-21T14:25:16,2010-10-20 10:00:48,   200,0.385,  -1.7651, -77.2887,  19.52, -16.22,   3.60,   2.93,   5.86,  100.57,   vc1,    80,    17,    2, 294.34, 129.77, 131.23,    EPN
2010102111.31P,2010-10-24T10:39:54,2010-10-21 11:30:33,   880,0.389,   0.0544, -81.0103,  12.00,  -8.70,   3.90,   4.35,   8.43,  105.31,   vc1,   100,    10,    1, 338.76, 294.38, 294.63,    EPN
2010102115.42P,2010-10-21T14:26:14,2010-10-21 03:42:39,   240,0.582,  -1.0622, -78.3845,  15.54, -12.24,   3.60,   0.64,   3.46,    3.70,   vc1,   110,    29,    5, 147.35,   0.43,  15.55,    EPN
2010102121.09P,2010-10-22T21:34:06,2010-10-21 09:09:10,   320,0.614,  -2.8460, -78.8165,  37.97, -34.67,   3.90,   3.21,   5.56,   40.67,   vc1,   120,    36,    4, 290.61, 151.95, 156.63,    EPN
2010102321.51P,2010-10-24T11:01:38,2010-10-23 09:51:16,    80,0.588,   0.8909, -78.8726,  12.00,  -8.70,   4.20,   2.19,   4.76,   47.85,   vc1,   220,    37,    2, 220.83,  58.02,  59.25,    EPN
2010102403.14P,2010-10-24T11:05:37,2010-10-24 03:13:38,    90,0.228,  -2.3536, -79.6966,  25.94, -22.64,   3.60,   1.93,  10.50,   56.63,   vc1,    80,     7,    1, 339.66, 165.02, 167.04,    EPN
2010102409.27P,2010-10-24T11:08:46,2010-10-24 09:27:03,   510,0.811,  -1.5716, -80.1100,   9.07,  -5.77,   3.80,   1.85,   9.72,  122.52,   vc1,   100,    27,    1, 213.33,  89.67,  90.12,    EPN
2010102506.00P,2010-10-26T10:58:49,2010-10-25 06:00:35,   830,0.796,  -2.3161, -80.2718,  12.00,  -8.70,   3.90,   2.28,   9.92,  118.46,   vc1,   110,    25,    1, 251.88, 147.14, 147.63,    EPN
2010102514.23P,2010-10-26T11:08:14,2010-10-25 02:22:56,   250,0.479,  -1.5086, -78.1958,  10.52,  -7.22,   4.10,   0.73,   2.08,   32.08,   vc1,   200,    43,    5, 171.73,  24.93,  27.06,    EPN
2010102601.41P,2010-10-26T11:12:19,2010-10-26 01:40:46,   110,0.487,  -2.1529, -79.1953,  11.69,  -8.39,   3.80,   1.75,   3.51,   74.34,   vc1,   120,    33,    4, 251.26,  77.90,  78.77,    EPN
2010102605.57P,2010-10-27T10:38:46,2010-10-26 05:57:19,   680,0.509,  -0.8969, -79.8290,  29.28, -25.98,   3.50,   2.31,   6.10,  153.69,   vc1,    70,    12,    2, 296.26, 151.08, 153.89,    EPN
2010102622.46P,2010-10-27T10:46:26,2010-10-26 10:46:46,   710,0.733,  -0.9221, -80.6320,  35.68, -32.38,   4.10,   2.13,   4.62,   43.73,   vc1,   160,    33,    1, 172.86,  18.06,  39.99,    EPN
2010102703.34P,2010-10-27T11:00:20,2010-10-27 03:34:06,   730,0.619,  -2.2457, -80.5704,  10.73,  -7.43,   4.00,   2.42,   7.96,  131.01,   vc1,   120,    28,    1, 257.35, 122.75, 123.22,    EPN
2010102708.10P,2010-10-27T11:04:12,2010-10-27 08:09:44,   820,0.440,  -3.1745, -78.4312,  36.56, -33.26,   3.80,   2.10,  21.15,  179.61,   vc1,    90,    10,    3, 352.69, 185.22, 188.80,    EPN
2010102716.10P,2010-10-28T09:54:20,2010-10-27 04:10:13,   790,0.359,  -1.9837, -77.4777,  20.42, -17.12,   3.60,   1.72,   2.79,   95.48,   vc1,    80,    21,    4, 317.05, 119.03, 120.77,    EPN
2010102721.10P,2010-10-28T10:08:39,2010-10-27 09:10:08,   400,0.412,  -2.6783, -79.3804,  43.68, -40.38,   3.70,   2.26,  19.48,   38.97,   vc1,    80,     9,    2, 338.80, 133.41, 140.38,    EPN
2010102817.39P,2010-11-15T00:55:22,2010-10-28 05:39:20,    40,0.493,  -2.0312, -76.5304,   9.20,  -5.90,   3.70,   2.58,   4.27,  104.08,   vc1,    80,     6,    2, 338.60, 219.66, 219.85,    EPN
2010102817.45P,2010-11-15T01:01:07,2010-10-28 05:45:03,   570,0.680,  -3.5237, -78.8951, 149.10,-145.80,   3.90,   2.79,  30.47,    8.11,   vc1,   100,    17,    4, 208.67,  40.31, 154.45,    EPN
2010102820.27P,2010-11-15T01:04:04,2010-10-28 08:27:28,   500,0.360,  -2.9550, -78.4035,  37.90, -34.60,   3.60,   1.96,  14.78,  178.43,   vc1,    70,     8,    3, 356.47, 160.88, 165.28,    EPN
2010102918.45P,2010-11-15T01:10:32,2010-10-29 06:45:03,   270,0.430,  -2.4380, -76.9788,  79.87, -76.57,   3.80,   2.36,   6.24,    6.11,   vc1,   100,    17,    2, 255.34, 192.23, 208.16,    EPN
2010102918.57P,2010-11-15T01:14:31,2010-10-29 06:57:23,   650,0.720,  -2.9823, -78.0414,  12.00,  -8.70,   3.90,   2.62,  10.66,  156.84,   vc1,   120,    29,    7, 327.45, 152.03, 152.50,    EPN
2010102919.52P,2010-11-15T01:17:54,2010-10-29 07:51:49,   400,0.719,  -0.2687, -81.1395,  20.65, -17.35,   3.90,   3.26,   4.93,   34.36,   vc1,   110,    26,    2, 261.64,  98.39, 100.54,    EPN
2010103008.11P,2010-11-15T01:21:57,2010-10-30 08:11:01,   970,0.681,  -0.2287, -81.2186,  21.29, -17.99,   4.00,   3.36,   8.24,   26.50,   vc1,   120,    26,    2, 268.44, 111.14, 113.16,    EPN
2010103009.56P,2010-11-15T11:44:32,2010-10-30 09:56:04,   110,0.713,  -1.5223, -77.9774,  65.44, -62.14,   3.60,   5.43,  13.29,  179.08,   vc1,   100,    20,    4, 281.56,  48.95,  81.72,    EPN
2010103102.20P,2010-11-15T01:35:30,2010-10-31 02:19:59,    60,0.749,  -0.1166, -81.1133,  13.91, -10.61,   3.80,   2.28,   3.76,   26.83,   vc1,    90,    28,    4, 271.99, 102.10, 103.05,    EPN
2010103104.40P,2010-11-15T01:39:45,2010-10-31 04:40:35,   740,0.435,  -0.8494, -79.1587, 130.84,-127.54,   3.50,   3.17,  11.81,  174.96,   vc1,    80,    17,    1, 266.18,  75.16, 150.89,    EPN
2010103107.33P,2010-11-15T01:41:54,2010-10-31 07:32:50,   130,0.782,  -2.9122, -78.9613,  42.58, -39.28,   3.60,   6.08,  26.15,   19.50,   vc1,    70,     7,    1, 351.45, 165.50, 170.89,    EPN
2010110106.00P,2010-11-22T10:46:38,2010-11-01 05:59:44,   540,0.308,  -0.9951, -79.0671, 107.82,-104.52,   3.50,   1.56,   9.75,    5.27,   vc1,    80,    18,    0, 128.88,  57.89, 122.38,    EPN
2010110516.46P,2010-11-25T07:58:45,2010-11-05 04:46:42,   450,0.612,  -1.1407, -80.6413,  40.59, -37.29,   3.90,   2.54,   3.81,   41.78,   vc1,   110,    29,    3, 154.42,  13.73,  42.85,    EPN
2010110517.02P,2010-11-25T08:05:10,2010-11-05 05:02:48,   880,0.769,  -2.1478, -78.6999,  36.08, -32.78,   3.80,   2.98,  10.85,    2.66,   vc1,   110,    30,    2, 180.57,  45.54,  58.10,    EPN
2010110523.17P,2010-11-25T08:09:00,2010-11-05 11:17:17,   190,0.807,  -1.0644, -80.5146,  55.13, -51.83,   3.70,   2.71,   4.46,   62.47,   vc1,    90,    17,    2, 147.74,  23.78,  60.04,    EPN
2010110523.25P,2010-11-25T08:11:15,2010-11-05 11:25:17,   400,0.236,  -2.3928, -77.4606, 104.88,-101.58,   3.60,   3.96,   5.71,  178.20,   vc1,    80,    12,    1, 339.43, 146.47, 180.15,    EPN
2010110601.58P,2010-11-25T08:22:04,2010-11-06 01:58:28,   530,0.602,  -1.6684, -80.8833,  40.30, -37.00,   3.70,   2.55,   3.58,  174.42,   vc1,    80,    21,    4, 248.68,  49.85,  64.10,    EPN
2010110800.56P,2010-11-26T12:03:34,2010-11-08 12:55:59,   800,0.246,  -2.6029, -77.2667,  31.41, -28.11,   4.00,   2.14,   3.59,  126.58,   vc1,   130,    20,    2, 342.31, 178.13, 180.88,    EPN
2010110803.06P,2010-11-29T13:10:56,2010-11-08 03:05:39,   560,0.569,  -2.7121, -79.3713,  12.16,  -8.86,   3.70,   4.49,  17.22,   34.67,   vc1,    90,    14,    2, 345.27, 158.32, 158.78,    EPN
2010110808.02P,2010-11-29T13:20:41,2010-11-08 08:01:33,    70,0.445,  -1.4913, -77.7982, 208.41,-205.11,   3.90,   1.52,   3.20,   10.39,   vc1,   150,    43,    6, 195.25,  68.00, 219.22,    EPN
2010110918.58P,2010-11-29T14:39:22,2010-11-09 06:57:53,   270,0.560,  -2.4499, -77.7276,  32.72, -29.42,   3.80,   2.05,   7.01,   12.49,   vc1,   100,    20,    2, 231.20, 126.82, 130.98,    EPN
2010111105.12P,2010-11-29T14:50:54,2010-11-11 05:12:26,   190,0.304,  -1.5087, -79.3236, 128.48,-125.18,   3.50,   1.76,   3.35,  168.70,   vc1,    70,    24,    2, 252.66,  93.81, 159.08,    EPN
2010111213.14P,2010-12-01T14:18:48,2010-11-12 01:14:29,   850,0.620,  -0.9848, -79.2175, 108.61,-105.31,   3.60,   1.94,   2.80,    8.67,   vc1,   100,    32,    5, 142.36,  71.65, 130.12,    EPN
2010111222.56P,2010-12-01T14:24:58,2010-11-12 10:56:21,   680,0.236,  -0.3999, -79.1283,  60.18, -56.88,   3.50,   2.44,   4.75,  159.90,   vc1,    80,    10,    1, 300.47,  75.81,  96.79,    EPN
2010111320.30P,2010-11-26T13:56:37,2010-11-13 08:30:09,    50,0.515,  -0.0305, -80.6014,  26.33, -23.03,   3.90,   1.11,   3.59,   45.18,   vc1,   120,    33,    4, 231.03,  50.88,  57.29,    EPN
2010111415.33P,2010-12-07T16:59:45,2010-11-14 03:33:08,   740,0.536,  -3.0731, -76.4205,  29.72, -26.42,   4.00,   5.88,   8.30,  121.51,   vc1,   120,    23,    5, 338.79, 283.68, 285.23,    EPN
2010111422.54P,2010-12-08T10:30:09,2010-11-14 10:54:09,   290,0.524,  -1.2139, -77.7257,  26.01, -22.71,   3.60,   1.03,   2.78,   13.94,   vc1,    90,    41,    6, 234.53,  75.32,  79.68,    EPN
2010111513.48P,2010-12-08T11:35:41,2010-11-15 01:47:58,   900,0.534,  -2.8202, -78.4187,  12.00,  -8.70,   3.80,   4.38,  25.30,  164.48,   vc1,   100,    13,    1, 351.17, 145.87, 146.36,    EPN
2010111616.09P,2010-12-08T12:30:52,2010-11-16 04:09:13,   130,0.267,  -1.5450, -77.9557, 178.62,-175.32,   3.80,   1.87,   3.56,   32.99,   vc1,   120,    29,    1, 263.38,  51.69, 185.95,    EPN
2010111906.29P,2010-12-09T15:03:40,2010-11-19 06:29:01,   270,0.604,  -0.9700, -80.6482,  38.93, -35.63,   3.70,   1.81,  10.40,   55.81,   vc1,    90,    15,    2, 178.56,  12.82,  40.99,    EPN
2010111907.35P,2010-12-09T15:17:15,2010-11-19 07:35:24,   120,0.768,  -0.9739, -80.6723,  40.66, -37.36,   3.90,   2.80,   4.61,   37.46,   vc1,   120,    29,    4, 178.24,  10.77,  42.06,    EPN
2010111917.59P,2010-12-09T15:18:31,2010-11-19 05:59:24,   960,0.239,  -1.6995, -77.7591, 147.63,-144.33,   3.50,   2.63,   9.20,    0.77,   vc1,    80,    19,    2, 314.73,  77.84, 166.89,    EPN
2010112005.27P,2010-12-09T16:18:48,2010-11-20 05:26:32,   870,0.454,  -4.0947, -78.0928,  22.94, -19.64,   4.10,   3.81,  17.45,  164.43,   vc1,   120,    20,    1, 349.29, 267.71, 268.70,    EPN
2010112006.49P,2010-12-09T16:20:19,2010-11-20 06:49:54,   180,0.307,  -1.0103, -78.4192,  10.35,  -7.05,   3.70,   0.32,   1.33,    4.20,   vc1,   120,    32,    7, 143.90,   6.53,  12.24,    EPN
2010112008.30P,2010-12-09T16:21:47,2010-11-20 08:30:33,   870,0.356,  -1.8519, -78.5042, 174.79,-171.49,   3.70,   3.85,  17.57,    1.72,   vc1,   100,    16,    2, 347.78,  38.78, 179.04,    EPN
2010112016.42P,2010-12-09T16:47:10,2010-11-20 04:42:24,     0,0.956,  -2.6121, -80.8009,  18.85, -15.55,   4.30,   3.28,   7.70,  151.98,   vc1,   180,    39,    6, 283.63, 153.03, 154.18,    EPN
2010112114.16P,2010-12-09T17:23:19,2010-11-21 02:16:06,   920,0.732,  -0.8825, -80.6235,  24.48, -21.18,   3.70,   1.72,   5.31,   44.45,   vc1,    90,    21,    2, 164.06,  22.24,  33.07,    EPN
2010112117.00P,2010-12-10T08:28:40,2010-11-21 04:59:53,   530,0.687,  -2.3065, -79.6389,  12.00,  -8.70,   3.80,   1.88,   7.59,   87.70,   vc1,   100,    14,    2, 249.68, 156.76, 157.22,    EPN
2010112210.24P,2010-12-10T09:24:02,2010-11-22 10:24:10,   700,0.411,  -2.5808, -79.5488,  23.66, -20.36,   4.20,   1.43,   4.48,   70.15,   vc1,   200,    33,    5, 274.48, 138.42, 140.42,    EPN
2010112216.35P,2010-12-10T09:29:26,2010-11-22 04:34:53,   270,0.558,  -0.5455, -79.3398,  37.90, -34.60,   3.80,   1.20,   1.85,  107.75,   vc1,   130,    28,    2, 119.41,  71.39,  80.82,    EPN
2010112310.40P,2010-12-10T10:45:44,2010-11-23 10:40:09,    10,0.821,  -1.0016, -80.5464,  20.00, -16.70,   3.90,   2.15,   9.60,   54.50,   vc1,   120,    19,    2, 141.99,  21.00,  29.00,    EPN
2010112312.39P,2010-12-10T10:47:32,2010-11-23 12:38:41,   770,0.684,  -1.2735, -79.4719,  19.26, -15.96,   3.50,   4.24,   6.94,  162.12,   vc1,    80,    14,    1, 294.93, 113.19, 114.82,    EPN
2010112411.12P,2010-12-10T11:47:57,2010-11-24 11:12:09,   990,0.440,  -1.0513, -79.3781, 117.61,-114.31,   3.90,   1.19,   1.44,   80.93,   vc1,   140,    37,    5, 102.29,  90.92, 148.66,    EPN
2010112416.31P,2010-12-10T11:51:56,2010-11-24 04:31:20,   890,0.664,  -2.1067, -79.2615,  12.00,  -8.70,   3.70,   2.59,   7.19,   80.23,   vc1,   100,    15,    2, 259.50,  81.33,  82.21,    EPN
2010112422.26P,2010-12-10T12:03:58,2010-11-24 10:26:42,   130,0.704,   0.5398, -79.9495,  17.47, -14.17,   3.80,   1.56,   5.44,   58.97,   vc1,   110,    26,    4, 228.83,  93.44,  95.06,    EPN
2010112504.12P,2010-12-16T09:14:17,2010-11-25 04:11:39,   780,0.614,   0.6669, -80.0192,  11.33,  -8.03,   3.80,   1.99,   5.19,   68.83,   vc1,   100,    25,    3, 243.21, 165.46, 165.84,    EPN
2010112504.20P,2010-11-25T08:46:56,2010-11-25 04:19:33,   770,0.914,   0.6746, -80.0818,  19.84, -16.54,   4.90,   2.62,   7.11,   65.20,   vc1,   540,    32,    2, 238.84, 164.74, 165.93,    EPN
2010112506.31P,2010-12-16T09:20:46,2010-11-25 06:30:42,   290,0.601,  -2.4463, -79.5327,  24.00, -20.70,   3.80,   2.13,   4.03,   27.21,   vc1,   100,    32,    5, 230.58, 127.45, 129.69,    EPN
2010112707.12P,2010-12-16T11:01:50,2010-11-27 07:12:30,   300,0.698,  -2.4999, -77.9929,  31.38, -28.08,   3.90,   3.65,   6.65,  150.87,   vc1,   130,    25,    7, 319.20, 120.82, 124.83,    EPN
2010112707.24P,2010-12-16T11:03:14,2010-11-27 07:23:42,    90,0.417,  -2.2844, -77.7357,  17.77, -14.47,   3.70,   2.36,   6.00,  147.72,   vc1,   100,    16,    4, 329.48, 117.75, 119.08,    EPN
2010112707.30P,2010-12-16T11:04:40,2010-11-27 07:30:27,   100,0.445,   0.5078, -79.9129,   8.65,  -5.35,   3.60,   1.79,   4.45,   53.14,   vc1,    80,    16,    3, 274.16,  91.43,  91.84,    EPN
2010112718.38P,2010-12-16T11:15:21,2010-11-27 06:37:47,   300,0.531,  -2.5529, -78.0420,  12.00,  -8.70,   3.90,   2.15,  10.55,  156.31,   vc1,   120,    19,    3, 321.17, 124.18, 124.76,    EPN
2010112721.55P,2010-11-30T09:35:04,2010-11-27 09:55:15,   960,0.788,  -1.3111, -80.6427,  41.61, -38.31,   4.00,   2.59,   5.49,   31.77,   vc1,   130,    30,    3, 132.89,  30.21,  51.42,    EPN
2010112807.57P,2011-01-12T16:49:27,2010-11-28 07:57:33,   120,0.790,  -1.1245, -80.4898,  33.84, -30.54,   4.60,   2.28,   4.28,   10.12,   vc1,   380,    40,    3,  91.52,  27.67,  43.71,    EPN
2010112812.42P,2010-12-16T12:08:43,2010-11-28 12:41:38,   490,0.484,   0.8520, -79.7010,   9.08,  -5.78,   3.80,   1.41,   2.33,   77.73,   vc1,   100,    21,    6, 247.91, 135.81, 136.11,    EPN
2010112814.56P,2010-12-16T12:10:23,2010-11-28 02:56:34,   430,0.399,   0.7640, -79.6715,   9.25,  -5.95,   3.60,   1.17,   3.51,   64.41,   vc1,    80,    12,    2, 240.99, 128.45, 128.78,    EPN
2010112815.35P,2010-12-16T12:13:52,2010-11-28 03:35:24,    80,0.319,   0.7815, -79.7789,   9.00,  -5.70,   3.70,   2.48,   4.25,  138.09,   vc1,    90,     7,    1, 311.21, 167.63, 167.87,    EPN
2010112817.03P,2010-12-16T12:15:06,2010-11-28 05:03:21,   390,0.246,   0.1642, -78.9486, 104.43,-101.13,   3.60,   1.55,   2.10,   90.17,   vc1,   100,    16,    2, 183.07,  52.12, 116.71,    EPN
2010112902.10P,2010-12-16T12:47:31,2010-11-29 02:10:25,   220,0.406,  -1.8988, -79.8426,  40.26, -36.96,   3.70,   3.72,   9.42,   27.43,   vc1,    90,    10,    1, 345.56, 201.53, 205.52,    EPN
2010112906.12P,2010-12-16T13:48:49,2010-11-29 06:12:26,   370,0.299,  -0.8856, -79.6955,  30.02, -26.72,   3.50,   2.03,   4.46,   24.38,   vc1,    70,    12,    2, 333.09, 136.25, 139.52,    EPN
2010112922.18P,2010-12-16T13:54:03,2010-11-29 10:18:20,   630,0.687,  -2.1910, -80.9218,  12.00,  -8.70,   3.90,   3.10,   8.38,  151.00,   vc1,   110,    21,    2, 284.79, 104.58, 105.26,    EPN
2010120116.04P,2010-12-20T16:00:21,2010-12-01 04:04:14,   380,0.656,  -0.9363, -77.9930,  17.00, -13.70,   3.60,   1.33,   2.54,    5.10,   vc1,   100,    26,    7, 194.62,  45.68,  48.74,    EPN
2010120200.35P,2010-12-20T16:40:41,2010-12-02 12:35:40,   510,0.650,  -0.3029, -81.1212,  22.82, -19.52,   4.00,   2.65,   4.69,   34.80,   vc1,   120,    22,    3, 253.17,  94.08,  96.81,    EPN
2010120206.23P,2010-12-20T16:43:25,2010-12-02 06:22:46,    40,0.550,   0.7372, -79.1462,  36.46, -33.16,   3.50,   2.72,   3.49,    6.50,   vc1,    70,    18,    4, 295.01, 100.32, 106.74,    EPN
2010120219.36P,2010-12-20T16:46:08,2010-12-02 07:36:27,   720,0.413,  -0.9871, -79.2089, 116.43,-113.13,   4.00,   1.39,   1.92,   71.72,   vc1,   190,    33,    4, 136.11,  70.92, 136.33,    EPN
2010120219.57P,2010-12-20T16:51:15,2010-12-02 07:56:44,   590,0.480,  -1.5294, -79.3897,  45.18, -41.88,   3.70,   4.81,   9.49,  109.48,   vc1,   100,    14,    1, 324.82, 123.24, 131.26,    EPN
2010120302.17P,2010-12-20T17:17:55,2010-12-03 02:16:57,    30,0.716,   0.0206, -79.1406,  21.99, -18.69,   4.00,   1.27,   1.64,   70.24,   vc1,   170,    34,    5, 143.50,  62.45,  66.21,    EPN
2010120311.56P,2010-12-20T17:26:23,2010-12-03 11:55:42,   670,0.322,   0.8107, -79.9635,  12.00,  -8.70,   3.80,   1.85,   4.83,   95.42,   vc1,   100,    12,    1, 268.46, 185.14, 185.53,    EPN
2010120403.43P,2010-12-20T18:33:29,2010-12-04 03:43:30,   170,0.440,  -0.8461, -79.7370,  36.91, -33.61,   3.60,   4.76,   8.32,   33.44,   vc1,    80,     8,    1, 333.44, 142.55, 147.25,    EPN
2010120407.40P,2010-12-20T18:36:40,2010-12-04 07:39:49,   780,0.462,   0.4701, -78.9926,  27.29, -23.99,   4.00,   1.39,   2.22,   39.91,   vc1,   170,    21,    2, 193.92,  79.30,  83.86,    EPN
2010120423.03P,2010-12-20T18:43:10,2010-12-04 11:03:36,   500,0.458,  -0.4346, -78.0306,  13.67, -10.37,   3.80,   0.56,   1.14,   34.74,   vc1,   150,    34,    6, 152.05,  14.60,  20.00,    EPN
2010120423.39P,2010-12-20T18:44:48,2010-12-04 11:38:48,   890,0.477,  -1.7346, -77.7266,  16.17, -12.87,   3.70,   1.11,   1.60,   50.73,   vc1,   110,    41,   13, 266.46,  82.69,  84.26,    EPN
2010120818.07P,2010-12-21T13:09:18,2010-12-08 06:07:21,   530,0.320,   1.3730, -78.7486,  59.59, -56.29,   3.70,   2.37,   3.37,   61.31,   vc1,    90,    14,    3, 275.16,  77.19,  97.52,    EPN
2010121002.01P,2010-12-21T15:14:01,2010-12-10 02:01:30,   310,0.373,  -1.5221, -79.1967,  27.37, -24.07,   3.50,   1.74,   3.77,  154.90,   vc1,    75,    12,    1, 311.03,  62.10,  67.87,    EPN
2010121004.38P,2010-12-21T15:17:37,2010-12-10 04:38:01,   990,0.584,  -2.6149, -78.0779,  12.00,  -8.70,   3.70,   2.87,  15.43,  161.70,   vc1,    90,    15,    3, 342.36, 129.47, 130.02,    EPN
2010121313.06P,2010-12-22T11:34:08,2010-12-13 01:05:30,   220,0.555,  -3.1365, -77.2808,  85.55, -82.25,   4.70,   5.24,   7.01,   51.95,   vc1,   400,    44,    4, 321.24, 215.00, 231.39,    EPN
2010121408.29P,2010-12-23T07:39:17,2010-12-14 08:29:53,   710,0.570,  -0.4281, -78.0367,  16.94, -13.64,   3.70,   0.86,   1.52,   49.86,   vc1,   120,    22,    5, 150.69,  14.03,  22.00,    EPN
2010121504.58P,2010-12-15T16:11:22,2010-12-15 04:58:34,    20,0.396,  -0.8101, -78.3822,   8.92,  -5.62,   4.00,   0.43,   1.15,    1.43,   vc1,   220,    37,    3, 135.78,  12.56,  15.41,    EPN
2010121711.04P,2010-12-23T10:41:00,2010-12-17 11:04:15,   350,0.285,  -1.0397, -78.2750,  15.83, -12.53,   3.60,   0.37,   1.68,    6.17,   vc1,   100,    25,    2, 166.34,  12.45,  20.14,    EPN
2010121722.54P,2010-12-23T10:45:18,2010-12-17 10:54:17,   250,0.704,  -0.7041, -79.5658,  38.08, -34.78,   3.80,   1.98,   2.74,   58.23,   vc1,   120,    25,    3, 145.49, 117.94, 123.93,    EPN
2010121805.58P,2010-12-23T11:17:31,2010-12-18 05:58:16,   370,0.523,  -2.1389, -79.6021, 116.27,-112.97,   4.00,   1.58,  12.37,    4.34,   vc1,   150,    30,    6, 232.92, 129.06, 173.71,    EPN
2010122013.16P,2010-12-24T08:24:12,2010-12-20 01:16:25,    10,0.458,  -2.3349, -79.6699,  20.13, -16.83,   3.80,   7.56,   8.21,   89.81,   vc1,   100,    18,    1, 338.97, 148.12, 149.49,    EPN
